Year,PID,Province,DID,District,Livestock,Livestock Type,Sex,Farm Type,NUMBER OF FARMS,NUMBER OF ANIMALS
1996,1,Balochistan,13,KILLA ABDULLAH,Goats,FEMALE GOATS 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,1538,9277
1996,1,Balochistan,13,KILLA ABDULLAH,Goats,FEMALE GOATS 1 YEAR AND OVER,F,Other,286,532
1996,1,Balochistan,13,KILLA ABDULLAH,Goats,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,3256,21681
1996,1,Balochistan,13,KILLA ABDULLAH,Goats,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,1478,7372
1996,1,Balochistan,13,KILLA ABDULLAH,Goats,YOUNGSTOCK UNDER 1 YEAR,,Other,306,456
1996,1,Balochistan,13,KILLA ABDULLAH,Sheep,MALE SHEEP 1 YEAR AND OVER,M,FARM HOUSEHOLDS,13381,82129
1996,1,Balochistan,13,KILLA ABDULLAH,Sheep,MALE SHEEP 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,937,4874
1996,1,Balochistan,13,KILLA ABDULLAH,Sheep,MALE SHEEP 1 YEAR AND OVER,M,Other,33,71
1996,1,Balochistan,13,KILLA ABDULLAH,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,FARM HOUSEHOLDS,12733,76204
1996,1,Balochistan,13,KILLA ABDULLAH,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,1774,12547
1996,1,Balochistan,13,KILLA ABDULLAH,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,Other,56,86
1996,1,Balochistan,13,KILLA ABDULLAH,Sheep,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,5048,45943
1996,1,Balochistan,13,KILLA ABDULLAH,Sheep,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,1544,10364
1996,1,Balochistan,13,KILLA ABDULLAH,Sheep,YOUNGSTOCK UNDER 1 YEAR,,Other,52,138
1996,1,Balochistan,13,KILLA ABDULLAH,Camel,CAMELS 3 YEARS AND OVER,,FARM HOUSEHOLDS,10,59
1996,1,Balochistan,13,KILLA ABDULLAH,Camel,CAMELS 3 YEARS AND OVER,,NON-FARM HOUSEHOLDS,14,14
1996,1,Balochistan,13,KILLA ABDULLAH,Camel,CAMELS 3 YEARS AND OVER,,Other,,
1996,1,Balochistan,13,KILLA ABDULLAH,Camel,CAMELS UNDER 3 YEARS,,FARM HOUSEHOLDS,,
1996,1,Balochistan,13,KILLA ABDULLAH,Camel,CAMELS UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,23,23
1996,1,Balochistan,13,KILLA ABDULLAH,Camel,CAMELS UNDER 3 YEARS,,Other,,
1996,1,Balochistan,13,KILLA ABDULLAH,Horses,,,FARM HOUSEHOLDS,180,180
1996,1,Balochistan,13,KILLA ABDULLAH,Horses,,,NON-FARM HOUSEHOLDS,13,13
1996,1,Balochistan,13,KILLA ABDULLAH,Horses,,,Other,13,13
1996,1,Balochistan,13,KILLA ABDULLAH,Mules,,,FARM HOUSEHOLDS,645,675
1996,1,Balochistan,13,KILLA ABDULLAH,Mules,,,NON-FARM HOUSEHOLDS,3,4
1996,1,Balochistan,13,KILLA ABDULLAH,Mules,,,Other,,
1996,1,Balochistan,13,KILLA ABDULLAH,Donkeys,,,FARM HOUSEHOLDS,2034,2850
1996,1,Balochistan,13,KILLA ABDULLAH,Donkeys,,,NON-FARM HOUSEHOLDS,312,329
1996,1,Balochistan,13,KILLA ABDULLAH,Donkeys,,,Other,15,15
1996,1,Balochistan,115,ZHOB,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,FARM HOUSEHOLDS,1605,2148
1996,1,Balochistan,114,KILLA SAIFULLAH ,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,2107,2381
1996,1,Balochistan,114,KILLA SAIFULLAH ,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,114,KILLA SAIFULLAH ,Cattle,COWS 3 YEARS AND OVER,F,FARM HOUSEHOLDS,5785,12347
1996,1,Balochistan,114,KILLA SAIFULLAH ,Cattle,COWS 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,1085,3950
1996,1,Balochistan,114,KILLA SAIFULLAH ,Cattle,COWS 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,114,KILLA SAIFULLAH ,Cattle,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,5360,9748
1996,1,Balochistan,114,KILLA SAIFULLAH ,Cattle,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,1810,4170
1996,1,Balochistan,114,KILLA SAIFULLAH ,Cattle,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,114,KILLA SAIFULLAH ,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,FARM HOUSEHOLDS,487,487
1996,1,Balochistan,114,KILLA SAIFULLAH ,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,1522,1606
1996,1,Balochistan,114,KILLA SAIFULLAH ,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,114,KILLA SAIFULLAH ,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,FARM HOUSEHOLDS,50,4194
1996,1,Balochistan,114,KILLA SAIFULLAH ,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,426,604
1996,1,Balochistan,114,KILLA SAIFULLAH ,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,114,KILLA SAIFULLAH ,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,28,62
1996,1,Balochistan,114,KILLA SAIFULLAH ,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,760,1183
1996,1,Balochistan,114,KILLA SAIFULLAH ,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,114,KILLA SAIFULLAH ,Goats,MALE GOATS 1 YEAR AND OVER,M,FARM HOUSEHOLDS,5750,61483
1996,1,Balochistan,114,KILLA SAIFULLAH ,Goats,MALE GOATS 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,3765,70199
1996,1,Balochistan,114,KILLA SAIFULLAH ,Goats,MALE GOATS 1 YEAR AND OVER,M,Other,14,16
1996,1,Balochistan,114,KILLA SAIFULLAH ,Goats,FEMALE GOATS 1 YEAR AND OVER,F,FARM HOUSEHOLDS,8401,111900
1996,1,Balochistan,114,KILLA SAIFULLAH ,Goats,FEMALE GOATS 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,3572,49351
1996,1,Balochistan,114,KILLA SAIFULLAH ,Goats,FEMALE GOATS 1 YEAR AND OVER,F,Other,64,107
1996,1,Balochistan,114,KILLA SAIFULLAH ,Goats,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,8392,69109
1996,1,Balochistan,114,KILLA SAIFULLAH ,Goats,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,3569,41544
1996,1,Balochistan,114,KILLA SAIFULLAH ,Goats,YOUNGSTOCK UNDER 1 YEAR,,Other,59,72
1996,1,Balochistan,114,KILLA SAIFULLAH ,Sheep,MALE SHEEP 1 YEAR AND OVER,M,FARM HOUSEHOLDS,3406,17365
1996,1,Balochistan,114,KILLA SAIFULLAH ,Sheep,MALE SHEEP 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,2888,51111
1996,1,Balochistan,114,KILLA SAIFULLAH ,Sheep,MALE SHEEP 1 YEAR AND OVER,M,Other,,
1996,1,Balochistan,114,KILLA SAIFULLAH ,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,FARM HOUSEHOLDS,5079,44997
1996,1,Balochistan,114,KILLA SAIFULLAH ,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,2436,35353
1996,1,Balochistan,114,KILLA SAIFULLAH ,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,Other,9,24
1996,1,Balochistan,114,KILLA SAIFULLAH ,Sheep,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,4986,30225
1996,1,Balochistan,114,KILLA SAIFULLAH ,Sheep,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,2600,23634
1996,1,Balochistan,114,KILLA SAIFULLAH ,Sheep,YOUNGSTOCK UNDER 1 YEAR,,Other,6,6
1996,1,Balochistan,114,KILLA SAIFULLAH ,Camel,CAMELS 3 YEARS AND OVER,,FARM HOUSEHOLDS,229,411
1996,1,Balochistan,114,KILLA SAIFULLAH ,Camel,CAMELS 3 YEARS AND OVER,,NON-FARM HOUSEHOLDS,1631,2398
1996,1,Balochistan,114,KILLA SAIFULLAH ,Camel,CAMELS 3 YEARS AND OVER,,Other,,
1996,1,Balochistan,114,KILLA SAIFULLAH ,Camel,CAMELS UNDER 3 YEARS,,FARM HOUSEHOLDS,222,385
1996,1,Balochistan,114,KILLA SAIFULLAH ,Camel,CAMELS UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,1027,1888
1996,1,Balochistan,114,KILLA SAIFULLAH ,Camel,CAMELS UNDER 3 YEARS,,Other,2,2
1996,1,Balochistan,114,KILLA SAIFULLAH ,Horses,,,FARM HOUSEHOLDS,140,173
1996,1,Balochistan,114,KILLA SAIFULLAH ,Horses,,,NON-FARM HOUSEHOLDS,1870,2126
1996,1,Balochistan,114,KILLA SAIFULLAH ,Horses,,,Other,2,2
1996,1,Balochistan,114,KILLA SAIFULLAH ,Mules,,,FARM HOUSEHOLDS,45,61
1996,1,Balochistan,114,KILLA SAIFULLAH ,Mules,,,NON-FARM HOUSEHOLDS,180,211
1996,1,Balochistan,114,KILLA SAIFULLAH ,Mules,,,Other,,
1996,1,Balochistan,114,KILLA SAIFULLAH ,Donkeys,,,FARM HOUSEHOLDS,1466,2700
1996,1,Balochistan,114,KILLA SAIFULLAH ,Donkeys,,,NON-FARM HOUSEHOLDS,2328,10117
1996,1,Balochistan,114,KILLA SAIFULLAH ,Donkeys,,,Other,4,6
1996,1,Balochistan,116,SHEERANI,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,FARM HOUSEHOLDS,2148,2410
1996,1,Balochistan,18,KOHLU,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,1714,2560
1996,1,Balochistan,18,KOHLU,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,18,KOHLU,Cattle,COWS 3 YEARS AND OVER,F,FARM HOUSEHOLDS,5874,28113
1996,1,Balochistan,18,KOHLU,Cattle,COWS 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,2718,12220
1996,1,Balochistan,18,KOHLU,Cattle,COWS 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,18,KOHLU,Cattle,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,5569,19391
1996,1,Balochistan,18,KOHLU,Cattle,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,2543,6488
1996,1,Balochistan,18,KOHLU,Cattle,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,18,KOHLU,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,FARM HOUSEHOLDS,702,718
1996,1,Balochistan,18,KOHLU,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,222,222
1996,1,Balochistan,18,KOHLU,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,18,KOHLU,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,FARM HOUSEHOLDS,23,235
1996,1,Balochistan,18,KOHLU,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,9,16
1996,1,Balochistan,18,KOHLU,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,18,KOHLU,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,13,20
1996,1,Balochistan,18,KOHLU,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,,
1996,1,Balochistan,18,KOHLU,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,18,KOHLU,Goats,MALE GOATS 1 YEAR AND OVER,M,FARM HOUSEHOLDS,6659,42281
1996,1,Balochistan,18,KOHLU,Goats,MALE GOATS 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,2699,61060
1996,1,Balochistan,18,KOHLU,Goats,MALE GOATS 1 YEAR AND OVER,M,Other,54,111
1996,1,Balochistan,18,KOHLU,Goats,FEMALE GOATS 1 YEAR AND OVER,F,FARM HOUSEHOLDS,7361,91988
1996,1,Balochistan,18,KOHLU,Goats,FEMALE GOATS 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,2853,49995
1996,1,Balochistan,18,KOHLU,Goats,FEMALE GOATS 1 YEAR AND OVER,F,Other,83,138
1996,1,Balochistan,18,KOHLU,Goats,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,7090,57663
1996,1,Balochistan,18,KOHLU,Goats,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,2729,26709
1996,1,Balochistan,18,KOHLU,Goats,YOUNGSTOCK UNDER 1 YEAR,,Other,3,3
1996,1,Balochistan,18,KOHLU,Sheep,MALE SHEEP 1 YEAR AND OVER,M,FARM HOUSEHOLDS,4452,38030
1996,1,Balochistan,18,KOHLU,Sheep,MALE SHEEP 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,2554,69203
1996,1,Balochistan,18,KOHLU,Sheep,MALE SHEEP 1 YEAR AND OVER,M,Other,6,6
1996,1,Balochistan,18,KOHLU,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,FARM HOUSEHOLDS,4633,100161
1996,1,Balochistan,18,KOHLU,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,2751,84657
1996,1,Balochistan,18,KOHLU,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,Other,7,8
1996,1,Balochistan,18,KOHLU,Sheep,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,4549,55220
1996,1,Balochistan,18,KOHLU,Sheep,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,2658,41289
1996,1,Balochistan,18,KOHLU,Sheep,YOUNGSTOCK UNDER 1 YEAR,,Other,3,13
1996,1,Balochistan,18,KOHLU,Camel,CAMELS 3 YEARS AND OVER,,FARM HOUSEHOLDS,2125,15475
1996,1,Balochistan,18,KOHLU,Camel,CAMELS 3 YEARS AND OVER,,NON-FARM HOUSEHOLDS,824,1951
1996,1,Balochistan,18,KOHLU,Camel,CAMELS 3 YEARS AND OVER,,Other,,
1996,1,Balochistan,18,KOHLU,Camel,CAMELS UNDER 3 YEARS,,FARM HOUSEHOLDS,2051,14420
1996,1,Balochistan,18,KOHLU,Camel,CAMELS UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,608,754
1996,1,Balochistan,18,KOHLU,Camel,CAMELS UNDER 3 YEARS,,Other,,
1996,1,Balochistan,18,KOHLU,Horses,,,FARM HOUSEHOLDS,1480,2251
1996,1,Balochistan,18,KOHLU,Horses,,,NON-FARM HOUSEHOLDS,1335,1616
1996,1,Balochistan,18,KOHLU,Horses,,,Other,,
1996,1,Balochistan,18,KOHLU,Mules,,,FARM HOUSEHOLDS,91,343
1996,1,Balochistan,18,KOHLU,Mules,,,NON-FARM HOUSEHOLDS,41,121
1996,1,Balochistan,18,KOHLU,Mules,,,Other,4,6
1996,1,Balochistan,18,KOHLU,Donkeys,,,FARM HOUSEHOLDS,3881,14237
1996,1,Balochistan,18,KOHLU,Donkeys,,,NON-FARM HOUSEHOLDS,2349,8607
1996,1,Balochistan,18,KOHLU,Donkeys,,,Other,4,6
1996,1,Balochistan,117,JAFARABAD,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,FARM HOUSEHOLDS,10652,13770
1996,1,Balochistan,121,LASBELLA,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,1079,1382
1996,1,Balochistan,121,LASBELLA,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,121,LASBELLA,Cattle,COWS 3 YEARS AND OVER,F,FARM HOUSEHOLDS,4524,8633
1996,1,Balochistan,121,LASBELLA,Cattle,COWS 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,2962,5500
1996,1,Balochistan,121,LASBELLA,Cattle,COWS 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,121,LASBELLA,Cattle,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,2805,4010
1996,1,Balochistan,121,LASBELLA,Cattle,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,1445,2322
1996,1,Balochistan,121,LASBELLA,Cattle,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,121,LASBELLA,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,FARM HOUSEHOLDS,233,238
1996,1,Balochistan,121,LASBELLA,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,127,130
1996,1,Balochistan,121,LASBELLA,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,121,LASBELLA,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,FARM HOUSEHOLDS,86,529
1996,1,Balochistan,121,LASBELLA,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,35,72
1996,1,Balochistan,121,LASBELLA,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,121,LASBELLA,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,11,51
1996,1,Balochistan,121,LASBELLA,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,18,67
1996,1,Balochistan,121,LASBELLA,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,121,LASBELLA,Goats,MALE GOATS 1 YEAR AND OVER,M,FARM HOUSEHOLDS,8980,37204
1996,1,Balochistan,121,LASBELLA,Goats,MALE GOATS 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,7904,54505
1996,1,Balochistan,121,LASBELLA,Goats,MALE GOATS 1 YEAR AND OVER,M,Other,1771,2661
1996,1,Balochistan,121,LASBELLA,Goats,FEMALE GOATS 1 YEAR AND OVER,F,FARM HOUSEHOLDS,10960,104628
1996,1,Balochistan,121,LASBELLA,Goats,FEMALE GOATS 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,10230,139934
1996,1,Balochistan,121,LASBELLA,Goats,FEMALE GOATS 1 YEAR AND OVER,F,Other,2075,3831
1996,1,Balochistan,121,LASBELLA,Goats,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,8489,34890
1996,1,Balochistan,121,LASBELLA,Goats,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,8872,48621
1996,1,Balochistan,121,LASBELLA,Goats,YOUNGSTOCK UNDER 1 YEAR,,Other,965,1038
1996,1,Balochistan,121,LASBELLA,Sheep,MALE SHEEP 1 YEAR AND OVER,M,FARM HOUSEHOLDS,636,2066
1996,1,Balochistan,121,LASBELLA,Sheep,MALE SHEEP 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,917,9707
1996,1,Balochistan,121,LASBELLA,Sheep,MALE SHEEP 1 YEAR AND OVER,M,Other,,
1996,1,Balochistan,121,LASBELLA,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,FARM HOUSEHOLDS,857,10887
1996,1,Balochistan,121,LASBELLA,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,1072,29595
1996,1,Balochistan,121,LASBELLA,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,Other,,
1996,1,Balochistan,121,LASBELLA,Sheep,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,633,3821
1996,1,Balochistan,121,LASBELLA,Sheep,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,827,9035
1996,1,Balochistan,121,LASBELLA,Sheep,YOUNGSTOCK UNDER 1 YEAR,,Other,,
1996,1,Balochistan,121,LASBELLA,Camel,CAMELS 3 YEARS AND OVER,,FARM HOUSEHOLDS,3255,5731
1996,1,Balochistan,121,LASBELLA,Camel,CAMELS 3 YEARS AND OVER,,NON-FARM HOUSEHOLDS,2757,4312
1996,1,Balochistan,121,LASBELLA,Camel,CAMELS 3 YEARS AND OVER,,Other,164,474
1996,1,Balochistan,121,LASBELLA,Camel,CAMELS UNDER 3 YEARS,,FARM HOUSEHOLDS,1729,2288
1996,1,Balochistan,121,LASBELLA,Camel,CAMELS UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,1160,2157
1996,1,Balochistan,121,LASBELLA,Camel,CAMELS UNDER 3 YEARS,,Other,66,87
1996,1,Balochistan,121,LASBELLA,Horses,,,FARM HOUSEHOLDS,30,38
1996,1,Balochistan,121,LASBELLA,Horses,,,NON-FARM HOUSEHOLDS,46,57
1996,1,Balochistan,121,LASBELLA,Horses,,,Other,29,33
1996,1,Balochistan,121,LASBELLA,Mules,,,FARM HOUSEHOLDS,240,272
1996,1,Balochistan,121,LASBELLA,Mules,,,NON-FARM HOUSEHOLDS,200,226
1996,1,Balochistan,121,LASBELLA,Mules,,,Other,37,40
1996,1,Balochistan,121,LASBELLA,Donkeys,,,FARM HOUSEHOLDS,1861,3701
1996,1,Balochistan,121,LASBELLA,Donkeys,,,NON-FARM HOUSEHOLDS,1299,2280
1996,1,Balochistan,121,LASBELLA,Donkeys,,,Other,64,97
1996,1,Balochistan,118,NASEERABAD,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,FARM HOUSEHOLDS,6783,9172
1996,1,Balochistan,111,LORALAI,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,1138,1206
1996,1,Balochistan,111,LORALAI,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,111,LORALAI,Cattle,COWS 3 YEARS AND OVER,F,FARM HOUSEHOLDS,7986,21186
1996,1,Balochistan,111,LORALAI,Cattle,COWS 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,1570,4156
1996,1,Balochistan,111,LORALAI,Cattle,COWS 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,111,LORALAI,Cattle,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,6305,19144
1996,1,Balochistan,111,LORALAI,Cattle,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,1316,2487
1996,1,Balochistan,111,LORALAI,Cattle,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,111,LORALAI,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,FARM HOUSEHOLDS,599,637
1996,1,Balochistan,111,LORALAI,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,358,445
1996,1,Balochistan,111,LORALAI,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,111,LORALAI,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,FARM HOUSEHOLDS,450,1315
1996,1,Balochistan,111,LORALAI,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,304,1254
1996,1,Balochistan,111,LORALAI,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,111,LORALAI,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,359,751
1996,1,Balochistan,111,LORALAI,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,206,643
1996,1,Balochistan,111,LORALAI,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,111,LORALAI,Goats,MALE GOATS 1 YEAR AND OVER,M,FARM HOUSEHOLDS,8251,118135
1996,1,Balochistan,111,LORALAI,Goats,MALE GOATS 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,1158,7022
1996,1,Balochistan,111,LORALAI,Goats,MALE GOATS 1 YEAR AND OVER,M,Other,114,208
1996,1,Balochistan,111,LORALAI,Goats,FEMALE GOATS 1 YEAR AND OVER,F,FARM HOUSEHOLDS,11791,117724
1996,1,Balochistan,111,LORALAI,Goats,FEMALE GOATS 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,1616,9143
1996,1,Balochistan,111,LORALAI,Goats,FEMALE GOATS 1 YEAR AND OVER,F,Other,287,415
1996,1,Balochistan,111,LORALAI,Goats,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,10092,62850
1996,1,Balochistan,111,LORALAI,Goats,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,1518,5696
1996,1,Balochistan,111,LORALAI,Goats,YOUNGSTOCK UNDER 1 YEAR,,Other,344,445
1996,1,Balochistan,111,LORALAI,Sheep,MALE SHEEP 1 YEAR AND OVER,M,FARM HOUSEHOLDS,6033,88102
1996,1,Balochistan,111,LORALAI,Sheep,MALE SHEEP 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,946,9862
1996,1,Balochistan,111,LORALAI,Sheep,MALE SHEEP 1 YEAR AND OVER,M,Other,7,7
1996,1,Balochistan,111,LORALAI,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,FARM HOUSEHOLDS,9201,116894
1996,1,Balochistan,111,LORALAI,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,1229,11917
1996,1,Balochistan,111,LORALAI,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,Other,142,228
1996,1,Balochistan,111,LORALAI,Sheep,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,8602,62950
1996,1,Balochistan,111,LORALAI,Sheep,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,1073,6251
1996,1,Balochistan,111,LORALAI,Sheep,YOUNGSTOCK UNDER 1 YEAR,,Other,121,177
1996,1,Balochistan,111,LORALAI,Camel,CAMELS 3 YEARS AND OVER,,FARM HOUSEHOLDS,12,16
1996,1,Balochistan,111,LORALAI,Camel,CAMELS 3 YEARS AND OVER,,NON-FARM HOUSEHOLDS,34,229
1996,1,Balochistan,111,LORALAI,Camel,CAMELS 3 YEARS AND OVER,,Other,6,6
1996,1,Balochistan,111,LORALAI,Camel,CAMELS UNDER 3 YEARS,,FARM HOUSEHOLDS,6,12
1996,1,Balochistan,111,LORALAI,Camel,CAMELS UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,17,115
1996,1,Balochistan,111,LORALAI,Camel,CAMELS UNDER 3 YEARS,,Other,5,5
